,Player,All_NBA,All-Star,Draft_Yr,Pk,Team,College,Yrs,Games,Minutes Played,PTS,TRB,AST,FG_Percentage,TP_Percentage,FT_Percentage,Minutes per Game,Points per Game,TRB per game,Assits per Game,Win Share,WS_per_game,BPM,VORP,Executive,Tenure,attend_college,Exec_id,Exec_draft_exp
2268,Georgi Glouchkov,0,0,1985,148,PHO,0,1,49,772,239,163,32,0.402,1,0.574,15.8,4.9,3.3,0.7,-0.5,-0.029,-6.6,-0.9,Jerry Colangelo,9550 days 00:00:00.000000000,0,42,1
2364,William Bedford,0,0,1986,6,PHO,University of Memphis,6,238,2514,964,573,109,0.416,0.318,0.605,10.6,4.1,2.4,0.5,0.9,0.017,-5.1,-2,Jerry Colangelo,9550 days 00:00:00.000000000,1,42,11
2365,Joe Ward,0,0,1986,31,PHO,University of Georgia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Colangelo,9550 days 00:00:00.000000000,1,42,11
2366,Rafael Addison,0,0,1986,39,PHO,Syracuse University,6,379,5697,2186,780,339,0.449,0.282,0.772,15,5.8,2.1,0.9,4.9,0.041,-4.1,-3,Jerry Colangelo,9550 days 00:00:00.000000000,1,42,11
2367,Jeff Hornacek,0,0,1986,46,PHO,Iowa State University,14,1077,33964,15659,3646,5281,0.496,0.403,0.877,31.5,14.5,3.4,4.9,108.9,0.154,3,43.2,Jerry Colangelo,9550 days 00:00:00.000000000,1,42,11
2368,Kenny Gattison,0,0,1986,55,PHO,Old Dominion University,9,494,9927,3923,2327,444,0.52,0.083,0.649,20.1,7.9,4.7,0.9,16.9,0.082,-1.6,1,Jerry Colangelo,9550 days 00:00:00.000000000,1,42,11
2369,Grant Gondrezick,0,0,1986,77,PHO,Pepperdine University,2,91,1080,454,146,115,0.438,0.25,0.687,11.9,5,1.6,1.3,0.8,0.036,-3.8,-0.5,Jerry Colangelo,9550 days 00:00:00.000000000,1,42,11
2370,Greg Spurling,0,0,1986,101,PHO,Carson-Newman College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Colangelo,9550 days 00:00:00.000000000,1,42,11
2371,Jim McCaffrey,0,0,1986,123,PHO,College of the Holy Cross,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Colangelo,9550 days 00:00:00.000000000,1,42,11
2372,Damon Goodwin,0,0,1986,147,PHO,University of Dayton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Colangelo,9550 days 00:00:00.000000000,1,42,11
2469,Greg Grant,0,0,1989,52,PHO,Trenton State University,6,274,3350,767,248,751,0.383,0.281,0.71,12.2,2.8,0.9,2.7,1.6,0.023,-5.6,-3,Jerry Colangelo,9550 days 00:00:00.000000000,1,42,14
2470,Anthony Cook,0,0,1989,24,PHO,University of Arizona,4,116,1499,418,428,34,0.439,0,0.524,12.9,3.6,3.7,0.3,1,0.033,-4.2,-0.8,Jerry Colangelo,9550 days 00:00:00.000000000,1,42,14
2471,Ricky Blanton,0,0,1989,46,PHO,Louisiana State University,1,2,13,6,3,1,0.429,0,0,6.5,3,1.5,0.5,0,0.088,2.6,0,Jerry Colangelo,9550 days 00:00:00.000000000,1,42,14
2472,Mike Morrison,0,0,1989,51,PHO,Loyola College in Maryland,1,36,153,72,20,11,0.338,0.286,0.8,4.3,2,0.6,0.3,-0.3,-0.106,-11,-0.3,Jerry Colangelo,9550 days 00:00:00.000000000,1,42,14
2476,Armen Gilliam,0,0,1987,2,PHO,"University of Nevada, Las Vegas",13,929,26421,12700,6401,1088,0.489,0,0.776,28.4,13.7,6.9,1.2,58.1,0.106,-1.1,6.2,Jerry Colangelo,9550 days 00:00:00.000000000,1,42,36
2477,Bruce Dalrymple,0,0,1987,46,PHO,Georgia Institute of Technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Colangelo,9550 days 00:00:00.000000000,1,42,36
2478,Winston Crite,0,0,1987,53,PHO,Texas A&M University,2,31,264,87,65,15,0.479,0,0.76,8.5,2.8,2.1,0.5,0.1,0.012,-4.4,-0.2,Jerry Colangelo,9550 days 00:00:00.000000000,1,42,36
2479,Steve Beck,0,0,1987,76,PHO,Arizona State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Colangelo,9550 days 00:00:00.000000000,1,42,36
2480,Brent Counts,0,0,1987,99,PHO,University of the Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Colangelo,9550 days 00:00:00.000000000,1,42,36
2481,Marcel Boyce,0,0,1987,122,PHO,University of Akron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Colangelo,9550 days 00:00:00.000000000,1,42,36
2482,Roy Singleton,0,0,1987,145,PHO,Grand Canyon University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Colangelo,9550 days 00:00:00.000000000,1,42,36
2599,Tim Perry,0,0,1988,7,PHO,Temple University,8,481,9436,3283,1911,436,0.485,0.318,0.648,19.6,6.8,4,0.9,14.6,0.074,-0.7,3,Jerry Colangelo,9550 days 00:00:00.000000000,1,42,13
2600,Dan Majerle,0,0,1988,14,PHO,Central Michigan University,14,955,30206,10925,4265,2755,0.431,0.358,0.741,31.6,11.4,4.5,2.9,78.5,0.125,2.7,35.6,Jerry Colangelo,9550 days 00:00:00.000000000,1,42,13
2601,Andrew Lang,0,0,1988,28,PHO,University of Arkansas,12,737,15344,4431,3511,424,0.47,0.25,0.744,20.8,6,4.8,0.6,28.6,0.089,-1.1,3.5,Jerry Colangelo,9550 days 00:00:00.000000000,1,42,13
2602,Dean Garrett,0,0,1988,38,PHO,Indiana University,6,359,6969,1737,1810,204,0.48,0,0.677,19.4,4.8,5,0.6,14.1,0.097,-1.1,1.5,Jerry Colangelo,9550 days 00:00:00.000000000,1,42,13
2603,Steve Kerr,0,0,1988,50,PHO,University of Arizona,15,910,16207,5437,1060,1658,0.479,0.454,0.864,17.8,6,1.2,1.8,47.2,0.14,-0.6,5.8,Jerry Colangelo,9550 days 00:00:00.000000000,1,42,13
2604,Rodney Johns,0,0,1988,55,PHO,Grand Canyon University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Colangelo,9550 days 00:00:00.000000000,1,42,13
2727,Jayson Williams,0,0,1990,21,PHO,St. John's University,9,475,9805,3472,3584,287,0.44,0.125,0.606,20.6,7.3,7.5,0.6,20,0.098,-2,0.1,Jerry Colangelo,9550 days 00:00:00.000000000,1,42,15
2728,Negele Knight,0,0,1990,31,PHO,University of Dayton,6,276,4513,1699,351,780,0.436,0.263,0.73,16.4,6.2,1.3,2.8,4.2,0.044,-4.6,-3,Jerry Colangelo,9550 days 00:00:00.000000000,1,42,15
2729,Cedric Ceballos,0,0,1990,48,PHO,"California State University, Fullerton",11,609,14712,8693,3258,723,0.5,0.309,0.753,24.2,14.3,5.3,1.2,40.4,0.132,-0.4,6,Jerry Colangelo,9550 days 00:00:00.000000000,1,42,15
2730,Milos Babic,0,0,1990,50,PHO,Tennessee Technological University,2,21,87,37,20,10,0.375,0,0.65,4.1,1.8,1,0.5,-0.1,-0.028,-6.3,-0.1,Jerry Colangelo,9550 days 00:00:00.000000000,1,42,15
2786,Chad Gallagher,0,0,1991,32,PHO,Creighton University,1,2,3,6,0,0,1,0,0,1.5,3,0,0,0.1,1.442,16.3,0,Jerry Colangelo,9550 days 00:00:00.000000000,1,42,17
2787,Richard Dumas,0,0,1991,46,PHO,Oklahoma State University,3,102,2226,1080,351,111,0.509,0.231,0.694,21.8,10.6,3.4,1.1,4.5,0.097,-0.3,1,Jerry Colangelo,9550 days 00:00:00.000000000,1,42,17
2788,Joey Wright,0,0,1991,50,PHO,University of Texas at Austin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Colangelo,9550 days 00:00:00.000000000,1,42,17
2830,Oliver Miller,0,0,1992,22,PHO,University of Arkansas,9,493,11338,3625,2893,1061,0.534,0.116,0.639,23,7.4,5.9,2.2,21.1,0.089,1.8,10.9,Jerry Colangelo,9550 days 00:00:00.000000000,1,42,19
2831,Brian Davis,0,0,1992,48,PHO,Duke University,1,68,374,131,55,22,0.317,0.333,0.735,5.5,1.9,0.8,0.3,0,0,-6.5,-0.4,Jerry Colangelo,9550 days 00:00:00.000000000,1,42,19
2832,Ron Ellis,0,0,1992,49,PHO,Louisiana Tech University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Colangelo,9550 days 00:00:00.000000000,1,42,19
2879,Malcolm Mackey,0,0,1993,27,PHO,Georgia Institute of Technology,1,22,69,32,24,1,0.378,0,0.5,3.1,1.5,1.1,0,0.1,0.036,-10.7,-0.2,Jerry Colangelo,9550 days 00:00:00.000000000,1,42,20
2880,Mark Buford,0,0,1993,49,PHO,Mississippi Valley State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Colangelo,9550 days 00:00:00.000000000,1,42,20
2881,Byron Wilson,0,0,1993,54,PHO,University of Utah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Colangelo,9550 days 00:00:00.000000000,1,42,20
425,Elton Brand,1,2,1999,1,CHI,Duke University,17,1058,34910,16827,9040,2184,0.5,0.095,0.736,33,15.9,8.5,2.1,109.6,0.151,3.1,45.2,Jerry Krause,6586 days 00:00:00.000000000,1,57,27
426,Metta World Peace,0,0,1999,16,CHI,St. John's University,16,966,31280,13001,4428,2620,0.415,0.34,0.716,32.4,13.5,4.6,2.7,61.3,0.094,1.8,30,Jerry Krause,6586 days 00:00:00.000000000,1,57,27
427,Michael Ruffin,0,0,1999,32,CHI,University of Tulsa,9,414,5966,716,1632,250,0.407,0,0.459,14.4,1.7,3.9,0.6,6.8,0.055,-1.2,1.2,Jerry Krause,6586 days 00:00:00.000000000,1,57,27
428,Lari Ketner,0,0,1999,49,CHI,University of Massachusetts Amherst,2,25,139,34,34,2,0.406,0,0.667,5.6,1.4,1.4,0.1,0,-0.015,-11.2,-0.3,Jerry Krause,6586 days 00:00:00.000000000,1,57,27
596,Scott May,0,0,1976,2,CHI,Indiana University,7,355,8029,3690,1450,610,0.462,0,0.811,22.6,10.4,4.1,1.7,17.4,0.104,-1,2,Jerry Krause,90 days 00:00:00.000000000,1,57,2
597,Willie Smith,0,0,1976,18,CHI,University of Missouri,4,78,1200,357,134,277,0.4,0.239,0.754,15.4,4.6,1.7,3.6,1.3,0.052,-0.8,0.4,Jerry Krause,90 days 00:00:00.000000000,1,57,2
598,Dallas Smith,0,0,1976,35,CHI,West Texas A&M University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Krause,90 days 00:00:00.000000000,1,57,2
599,Lars Hansen,0,0,1976,37,CHI,University of Washington,1,15,205,76,59,14,0.509,0,0.581,13.7,5.1,3.9,0.9,0.6,0.149,-1.1,0,Jerry Krause,90 days 00:00:00.000000000,1,57,2
600,Keith Starr,0,0,1976,52,CHI,University of Pittsburgh,1,17,65,14,10,6,0.25,0,1,3.8,0.8,0.6,0.4,-0.2,-0.111,-9.8,-0.1,Jerry Krause,90 days 00:00:00.000000000,1,57,2
601,Nate Williams,0,0,1976,69,CHI,University of Illinois at Urbana-Champaign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Krause,90 days 00:00:00.000000000,1,57,2
602,Tom Paulin,0,0,1976,87,CHI,Winston-Salem State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Krause,90 days 00:00:00.000000000,1,57,2
603,Barry McLeod,0,0,1976,105,CHI,Centenary College of Louisiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Krause,90 days 00:00:00.000000000,1,57,2
604,John Thomas,0,0,1976,141,CHI,University of Connecticut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Krause,90 days 00:00:00.000000000,1,57,2
605,John Hudson,0,0,1976,158,CHI,Concord University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Krause,90 days 00:00:00.000000000,1,57,2
2269,Keith Lee,0,0,1985,11,CHI,University of Memphis,3,182,2907,1114,861,178,0.451,0.167,0.746,16,6.1,4.7,1,3.7,0.062,-2,0,Jerry Krause,6586 days 00:00:00.000000000,1,57,1
2270,Ken Johnson,0,0,1985,28,CHI,Michigan State University,1,64,815,263,243,19,0.528,0,0.435,12.7,4.1,3.8,0.3,0.8,0.044,-5,-0.6,Jerry Krause,6586 days 00:00:00.000000000,1,57,1
2271,Aubrey Sherrod,0,0,1985,34,CHI,Wichita State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Krause,6586 days 00:00:00.000000000,1,57,1
2272,Adrian Branch,0,0,1985,46,CHI,University of Maryland,4,130,1429,834,253,96,0.455,0.231,0.744,11,6.4,1.9,0.7,2.1,0.07,-2.9,-0.3,Jerry Krause,6586 days 00:00:00.000000000,1,57,1
2273,Mike Brown,0,0,1985,69,CHI,George Washington University,11,626,10961,3130,2762,424,0.455,0.125,0.69,17.5,5,4.4,0.7,15.9,0.069,-2.5,-1.4,Jerry Krause,6586 days 00:00:00.000000000,1,57,1
2274,Craig Beard,0,0,1985,80,CHI,Samford University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Krause,6586 days 00:00:00.000000000,1,57,1
2275,Reid Gettys,0,0,1985,103,CHI,University of Houston,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Krause,6586 days 00:00:00.000000000,1,57,1
2276,Dan Meagher,0,0,1985,126,CHI,Duke University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Krause,6586 days 00:00:00.000000000,1,57,1
2277,Jeff Adkins,0,0,1985,149,CHI,University of Maryland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Krause,6586 days 00:00:00.000000000,1,57,1
2373,Brad Sellers,0,0,1986,9,CHI,Ohio State University,6,398,7154,2509,1064,435,0.452,0.2,0.793,18,6.3,2.7,1.1,9.8,0.066,-2.6,-1,Jerry Krause,6586 days 00:00:00.000000000,1,57,11
2374,Larry Krystkowiak,0,0,1986,28,CHI,University of Montana,9,420,9097,3425,2051,513,0.457,0.139,0.795,21.7,8.2,4.9,1.2,15.6,0.082,-2.1,-0.2,Jerry Krause,6586 days 00:00:00.000000000,1,57,11
2375,Ricky Wilson,0,0,1986,52,CHI,George Mason University,1,24,420,125,27,69,0.391,0.385,0.725,17.5,5.2,1.1,2.9,0.3,0.032,-4.2,-0.2,Jerry Krause,6586 days 00:00:00.000000000,1,57,11
2376,Scott Meents,0,0,1986,74,CHI,University of Illinois at Urbana-Champaign,2,39,201,72,40,15,0.361,1,0.704,5.2,1.8,1,0.4,0.1,0.017,-3.8,-0.1,Jerry Krause,6586 days 00:00:00.000000000,1,57,11
2377,Jimmy Gilbert,0,0,1986,98,CHI,Texas A&M University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Krause,6586 days 00:00:00.000000000,1,57,11
2378,Pete Myers,0,0,1986,120,CHI,University of Arkansas at Little Rock,9,377,6039,1804,671,807,0.421,0.219,0.668,16,4.8,1.8,2.1,5.8,0.046,-2.7,-1,Jerry Krause,6586 days 00:00:00.000000000,1,57,11
2379,Robert Henderson,0,0,1986,144,CHI,University of Michigan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Krause,6586 days 00:00:00.000000000,1,57,11
2503,Olden Polynice,0,0,1987,8,CHI,University of Virginia,15,1058,24884,8265,7110,744,0.505,0.192,0.535,23.5,7.8,6.7,0.7,46.8,0.09,-1.6,2.7,Jerry Krause,6586 days 00:00:00.000000000,1,57,36
2504,Horace Grant,0,0,1987,10,CHI,Clemson University,17,1165,38621,12996,9443,2575,0.509,0.063,0.692,33.2,11.2,8.1,2.2,118.2,0.147,2.6,44.4,Jerry Krause,6586 days 00:00:00.000000000,1,57,36
2505,Rickie Winslow,0,0,1987,28,CHI,University of Houston,1,7,45,7,7,2,0.231,0,0.5,6.4,1,1,0.3,-0.2,-0.165,-11,-0.1,Jerry Krause,6586 days 00:00:00.000000000,1,57,36
2506,Tony White,0,0,1987,33,CHI,University of Tennessee,1,49,581,261,31,59,0.446,0,0.722,11.9,5.3,0.6,1.2,-0.3,-0.025,-7.5,-0.8,Jerry Krause,6586 days 00:00:00.000000000,1,57,36
2507,John Fox,0,0,1987,56,CHI,Millersville University of Pennsylvania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Krause,6586 days 00:00:00.000000000,1,57,36
2508,Jack Haley,0,0,1987,79,CHI,"University of California, Los Angeles",9,341,3288,1180,922,82,0.425,0,0.655,9.6,3.5,2.7,0.2,2.9,0.042,-6.7,-3.9,Jerry Krause,6586 days 00:00:00.000000000,1,57,36
2509,Anthony Wilson,0,0,1987,102,CHI,Louisiana State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Krause,6586 days 00:00:00.000000000,1,57,36
2510,Doug Altenberger,0,0,1987,125,CHI,University of Illinois at Urbana-Champaign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Krause,6586 days 00:00:00.000000000,1,57,36
2511,Earvin Leavy,0,0,1987,148,CHI,Central Michigan University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Krause,6586 days 00:00:00.000000000,1,57,36
2618,Will Perdue,0,0,1988,11,CHI,Vanderbilt University,13,792,12360,3740,3918,595,0.515,0.067,0.577,15.6,4.7,4.9,0.8,26.6,0.103,-1.3,2.3,Jerry Krause,6586 days 00:00:00.000000000,1,57,13
2619,Derrick Lewis,0,0,1988,62,CHI,University of Maryland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Krause,6586 days 00:00:00.000000000,1,57,13
2659,Stacey King,0,0,1989,6,CHI,University of Oklahoma,8,438,7406,2819,1460,387,0.478,0.235,0.707,16.9,6.4,3.3,0.9,10.9,0.071,-3,-1.9,Jerry Krause,6586 days 00:00:00.000000000,1,57,14
2660,B.J. Armstrong,0,0,1989,18,CHI,University of Iowa,11,747,17790,7320,1321,2479,0.477,0.425,0.856,23.8,9.8,1.8,3.3,45,0.121,-1.6,1.9,Jerry Krause,6586 days 00:00:00.000000000,1,57,14
2661,Jeff Sanders,0,0,1989,20,CHI,Georgia Southern University,4,55,462,112,103,25,0.395,0,0.609,8.4,2,1.9,0.5,-0.1,-0.008,-5.2,-0.4,Jerry Krause,6586 days 00:00:00.000000000,1,57,14
2736,Toni Kukoc,0,0,1990,29,CHI,0,13,846,22212,9810,3555,3119,0.447,0.335,0.729,26.3,11.6,4.2,3.7,59.6,0.129,2.4,24.7,Jerry Krause,6586 days 00:00:00.000000000,0,57,15
2785,Mark Randall,0,0,1991,26,CHI,University of Kansas,4,127,883,332,160,56,0.443,0.154,0.722,7,2.6,1.3,0.4,1,0.054,-3.6,-0.4,Jerry Krause,6586 days 00:00:00.000000000,1,57,17
2835,Byron Houston,0,0,1992,27,CHI,Oklahoma State University,4,214,2674,835,648,114,0.456,0.256,0.676,12.5,3.9,3,0.5,3.9,0.069,-2.4,-0.3,Jerry Krause,6586 days 00:00:00.000000000,1,57,19
2836,Corey Williams,0,0,1992,33,CHI,Oklahoma State University,2,39,288,92,37,29,0.367,0.25,0.826,7.4,2.4,0.9,0.7,0.2,0.037,-5.6,-0.3,Jerry Krause,6586 days 00:00:00.000000000,1,57,19
2837,Litterial Green,0,0,1992,39,CHI,University of Georgia,5,148,1189,423,75,182,0.42,0.077,0.665,8,2.9,0.5,1.2,1.6,0.066,-4.8,-0.8,Jerry Krause,6586 days 00:00:00.000000000,1,57,19
2838,Matt Steigenga,0,0,1992,52,CHI,Michigan State University,1,2,12,3,3,2,0.25,0,0.5,6,1.5,1.5,1,0,-0.126,-4,0,Jerry Krause,6586 days 00:00:00.000000000,1,57,19
2877,Corie Blount,0,0,1993,25,CHI,University of Cincinnati,11,644,9925,2287,2690,460,0.471,0.115,0.587,15.4,3.6,4.2,0.7,18.2,0.088,-1,2.4,Jerry Krause,6586 days 00:00:00.000000000,1,57,20
2878,Anthony Reed,0,0,1993,41,CHI,Tulane University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Krause,6586 days 00:00:00.000000000,1,57,20
2911,Dickey Simpkins,0,0,1994,21,CHI,Providence College,7,327,5201,1388,1187,305,0.44,0.222,0.618,15.9,4.2,3.6,0.9,4.7,0.044,-3.8,-2.3,Jerry Krause,6586 days 00:00:00.000000000,1,57,21
2912,Kris Bruton,0,0,1994,49,CHI,Benedict College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Krause,6586 days 00:00:00.000000000,1,57,21
2965,Jason Caffey,0,0,1995,20,CHI,University of Alabama,8,462,9045,3368,2022,420,0.481,0,0.637,19.6,7.3,4.4,0.9,13.5,0.072,-2.7,-1.6,Jerry Krause,6586 days 00:00:00.000000000,1,57,22
2966,Dragan Tarlac,0,0,1995,31,CHI,0,1,43,598,103,122,31,0.394,0,0.758,13.9,2.4,2.8,0.7,-0.2,-0.016,-6.3,-0.7,Jerry Krause,6586 days 00:00:00.000000000,0,57,22
3011,Travis Knight,0,0,1996,29,CHI,University of Connecticut,7,371,4566,1276,1160,224,0.438,0.259,0.696,12.3,3.4,3.1,0.6,7.9,0.083,-1.3,0.8,Jerry Krause,6586 days 00:00:00.000000000,1,57,23
3059,Keith Booth,0,0,1997,28,CHI,University of Maryland,2,45,449,130,97,39,0.325,0.091,0.563,10,2.9,2.2,0.9,-0.8,-0.08,-6.2,-0.5,Jerry Krause,6586 days 00:00:00.000000000,1,57,12
3060,Roberto Duenas,0,0,1997,57,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Krause,6586 days 00:00:00.000000000,0,57,12
3109,Corey Benjamin,0,0,1998,28,CHI,Oregon State University,4,153,2191,835,259,143,0.39,0.289,0.652,14.3,5.5,1.7,0.9,-0.9,-0.019,-5.6,-2,Jerry Krause,6586 days 00:00:00.000000000,1,57,26
3110,Shammond Williams,0,0,1998,34,CHI,University of North Carolina,7,325,5351,1892,518,765,0.401,0.366,0.798,16.5,5.8,1.6,2.4,8.8,0.079,-2.3,-0.4,Jerry Krause,6586 days 00:00:00.000000000,1,57,26
3111,Maceo Baston,0,0,1998,58,CHI,University of Michigan,4,105,831,286,175,26,0.616,0.375,0.74,7.9,2.7,1.7,0.2,2.3,0.134,-1.3,0.1,Jerry Krause,6586 days 00:00:00.000000000,1,57,26
3176,Marcus Fizer,0,0,2000,4,CHI,Iowa State University,6,289,6032,2782,1340,352,0.435,0.191,0.691,20.9,9.6,4.6,1.2,2.7,0.022,-4.7,-4.1,Jerry Krause,6586 days 00:00:00.000000000,1,57,28
3177,Chris Mihm,0,0,2000,7,CHI,University of Texas at Austin,8,436,8758,3262,2302,223,0.459,0.231,0.704,20.1,7.5,5.3,0.5,13.3,0.073,-3.8,-4.1,Jerry Krause,6586 days 00:00:00.000000000,1,57,28
3178,Dalibor Bagaric,0,0,2000,24,CHI,0,3,95,973,251,238,37,0.361,0,0.559,10.2,2.6,2.5,0.4,-0.9,-0.043,-6.8,-1.2,Jerry Krause,6586 days 00:00:00.000000000,0,57,28
3179,A.J. Guyton,0,0,2000,32,CHI,Indiana University,3,80,1246,442,80,147,0.377,0.378,0.822,15.6,5.5,1,1.8,0.3,0.01,-5.4,-1.1,Jerry Krause,6586 days 00:00:00.000000000,1,57,28
3180,Jake Voskuhl,0,0,2000,33,CHI,University of Connecticut,9,450,6443,1814,1539,237,0.487,0.333,0.714,14.3,4,3.4,0.5,11.6,0.087,-2.2,-0.3,Jerry Krause,6586 days 00:00:00.000000000,1,57,28
3181,Khalid El-Amin,0,0,2000,34,CHI,University of Connecticut,1,50,936,314,81,145,0.37,0.333,0.778,18.7,6.3,1.6,2.9,0.6,0.03,-3.8,-0.4,Jerry Krause,6586 days 00:00:00.000000000,1,57,28
3225,Eddy Curry,0,0,2001,4,CHI,0,11,527,13109,6820,2725,287,0.545,1,0.642,24.9,12.9,5.2,0.5,21.7,0.08,-3.5,-5,Jerry Krause,6586 days 00:00:00.000000000,0,57,29
3226,Trenton Hassell,0,0,2001,29,CHI,Austin Peay State University,9,644,16278,3741,1826,1132,0.445,0.318,0.765,25.3,5.8,2.8,1.8,13.8,0.041,-2.3,-1.3,Jerry Krause,6586 days 00:00:00.000000000,1,57,29
3227,Sean Lampley,0,0,2001,44,CHI,University of California,2,45,550,203,94,33,0.463,0,0.691,12.2,4.5,2.1,0.7,1.1,0.096,-3.2,-0.2,Jerry Krause,6586 days 00:00:00.000000000,1,57,29
3266,Jay Williams,0,0,2002,2,CHI,Duke University,1,75,1961,714,195,350,0.399,0.322,0.64,26.1,9.5,2.6,4.7,0.8,0.02,-2.2,-0.1,Jerry Krause,6586 days 00:00:00.000000000,1,57,25
3267,Roger Mason,0,0,2002,30,CHI,University of Virginia,10,518,9147,3289,897,677,0.408,0.383,0.866,17.7,6.3,1.7,1.3,13,0.068,-1.8,0.5,Jerry Krause,6586 days 00:00:00.000000000,1,57,25
3268,Lonny Baxter,0,0,2002,43,CHI,University of Maryland,4,162,1884,637,477,40,0.466,0.2,0.657,11.6,3.9,2.9,0.2,2.9,0.075,-5.1,-1.5,Jerry Krause,6586 days 00:00:00.000000000,1,57,25
2706,Lionel Simmons,0,0,1990,7,SAC,La Salle University,7,454,13472,5833,2833,1498,0.433,0.305,0.771,29.7,12.8,6.2,3.3,16.9,0.06,0.1,7.2,Jerry Reynolds,1625 days 00:00:00.000000000,1,112,15
2707,Travis Mays,0,0,1990,14,SAC,University of Texas at Austin,3,115,2964,1273,233,326,0.41,0.362,0.749,25.8,11.1,2,2.8,2.4,0.039,-2.6,-0.5,Jerry Reynolds,1625 days 00:00:00.000000000,1,112,15
2708,Duane Causwell,0,0,1990,18,SAC,Temple University,11,541,9409,2648,2273,243,0.507,0.286,0.618,17.4,4.9,4.2,0.4,15.8,0.081,-1.3,1.6,Jerry Reynolds,1625 days 00:00:00.000000000,1,112,15
2709,Anthony Bonner,0,0,1990,23,SAC,Saint Louis University,6,318,7372,2199,1726,442,0.468,0.125,0.59,23.2,6.9,5.4,1.4,10.8,0.07,-0.5,2.8,Jerry Reynolds,1625 days 00:00:00.000000000,1,112,15
2710,Bimbo Coles,0,0,1990,40,SAC,Virginia Polytechnic Institute and State University,14,852,20319,6628,1820,3313,0.425,0.267,0.811,23.8,7.8,2.1,3.9,27.4,0.065,-2.1,-0.7,Jerry Reynolds,1625 days 00:00:00.000000000,1,112,15
2748,Billy Owens,0,0,1991,3,SAC,Syracuse University,10,600,17619,7026,4016,1704,0.481,0.291,0.629,29.4,11.7,6.7,2.8,28.6,0.078,0.5,11.2,Jerry Reynolds,1625 days 00:00:00.000000000,1,112,17
2749,Pete Chilcutt,0,0,1991,27,SAC,University of North Carolina,9,584,8394,2494,1935,488,0.441,0.381,0.696,14.4,4.3,3.3,0.8,10.6,0.06,-1.9,0.3,Jerry Reynolds,1625 days 00:00:00.000000000,1,112,17
2750,Randy Brown,0,0,1991,31,SAC,New Mexico State University,12,655,11533,3148,1173,1420,0.417,0.2,0.691,17.6,4.8,1.8,2.2,11,0.046,-2.2,-0.5,Jerry Reynolds,1625 days 00:00:00.000000000,1,112,17
2751,Steve Hood,0,0,1991,42,SAC,James Madison University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jerry Reynolds,1625 days 00:00:00.000000000,1,112,17
